domisili,jenis_kelamin,marriage_stat,dependant,education,absent_90D,avg_time_work,departemen,position,income,total_komp,job_satisfaction,performance_rating,age_years,active_work,income_3_months,income_6_months,total_income_work,income_dependant_ratio,work_efficiency,active_work_category,work_stability_score,position_score,job_income_position_score,education_score,education_income_ratio,weighted_satisfaction_performance
Kota Jakarta Pusat,Laki-laki,Divorce,1,S1,1.0,9.31,Engineering & IT,Manager,13064546.367011728,0.0,High,Outstanding,49,802,39193639.10103519,78387278.20207037,339678205.54230493,6532273.183505864,1.16375,Mid-term,13.0,4,3266136.591752932,5,2612909.2734023454,3.4
Kota Jakarta Utara,Laki-laki,Married,2,SLTA,1.0,9.86,Marketing,Staff,1131931.0,0.0,Medium,Good,30,258,3395793.0,6791586.0,9055448.0,377310.3333333333,1.2325,Short-term,4.0,1,1131931.0,1,1131931.0,2.0
Kota Jakarta Pusat,Laki-laki,Married,0,SLTA,5.0,9.86,Engineering & IT,Manager,11091539.721543793,0.0,Very High,Excellent,42,711,33274619.16463137,66549238.32926276,255105413.59550723,11091539.721543793,1.2325,Mid-term,3.8333333333333335,4,2772884.930385948,1,11091539.721543793,3.6
Kabupaten Bogor,Laki-laki,Single,0,SLTA,8.0,9.15,Corporate Strategy & Communications,Staff,2590156.0,0.0,Low,Low,34,163,7770468.0,15540936.0,12950780.0,2590156.0,1.14375,Short-term,0.5555555555555556,1,2590156.0,1,2590156.0,1.0
Kepulauan Seribu,Laki-laki,Married,1,SLTA,0.0,9.07,Finance & Accounting,Staff,1129683.0,0.0,Low,Low,37,1490,3389049.0,6778098.0,55354467.0,564841.5,1.13375,Long-term,49.0,1,1129683.0,1,1129683.0,1.0
Tangerang,Perempuan,Married,3,S1,1.0,9.71,Corporate Strategy & Communications,Junior,6815230.0,0.0,High,Low,30,837,20445690.0,40891380.0,184011210.0,1703807.5,1.21375,Mid-term,13.5,2,3407615.0,5,1363046.0,2.2
Kabupaten Bogor,Laki-laki,Married,0,S1,4.0,9.56,Service & Support,Manager,12549006.536331257,0.0,Very High,Excellent,41,1087,37647019.60899377,75294039.21798754,451764235.3079252,12549006.536331257,1.195,Mid-term,7.2,4,3137251.634082814,5,2509801.307266251,3.6
Kabupaten Bogor,Laki-laki,Married,0,S1,0.0,9.01,Finance & Accounting,Manager,11744710.354257042,0.0,Very High,Outstanding,50,362,35234131.06277113,70468262.12554225,140936524.2510845,11744710.354257042,1.12625,Mid-term,12.0,4,2936177.5885642604,5,2348942.0708514084,4.0
Kota Jakarta Utara,Laki-laki,Married,4,D2,3.0,9.81,Corporate Strategy & Communications,Senior,9433036.709749673,0.0,Very High,Excellent,54,218,28299110.129249018,56598220.25849804,66031256.96824771,1886607.3419499344,1.22625,Short-term,1.75,3,3144345.569916557,3,3144345.569916557,3.6
Kepulauan Seribu,Laki-laki,Married,1,SLTA,0.0,9.7,Finance & Accounting,Staff,1652918.0,0.0,Medium,Excellent,28,1204,4958754.0,9917508.0,66116720.0,826459.0,1.2125,Long-term,40.0,1,1652918.0,1,1652918.0,2.4000000000000004
Kota Jakarta Barat,Laki-laki,Married,0,S1,0.0,9.05,Operations,Junior,5988438.0,0.0,Low,Good,39,1264,17965314.0,35930628.0,251514396.0,5988438.0,1.13125,Long-term,42.0,2,2994219.0,5,1197687.6,1.4
Kabupaten Bekasi,Laki-laki,Divorce,2,S1,0.0,9.19,Operations,Junior,8367326.0,0.0,Medium,Low,35,1113,25101978.0,50203956.0,309591062.0,2789108.6666666665,1.14875,Long-term,37.0,2,4183663.0,5,1673465.2,1.6
Kabupaten Bekasi,Laki-laki,Single,0,SLTA,12.0,9.08,Marketing,Staff,2175376.0,0.0,High,Good,39,1217,6526128.0,13052256.0,87015040.0,2175376.0,1.135,Long-term,3.076923076923077,1,2175376.0,1,2175376.0,2.6
Kota Bekasi,Perempuan,Married,1,S1,1.0,9.76,Finance & Accounting,Junior,6404533.0,0.0,High,Low,28,734,19213599.0,38427198.0,153708792.0,3202266.5,1.22,Mid-term,12.0,2,3202266.5,5,1280906.6,2.2
Kabupaten Bogor,Laki-laki,Married,2,S1,2.0,9.35,Corporate Strategy & Communications,Junior,5793895.0,0.0,Medium,Excellent,39,1110,17381685.0,34763370.0,214374115.0,1931298.3333333333,1.16875,Long-term,12.333333333333334,2,2896947.5,5,1158779.0,2.4000000000000004
Kabupaten Bekasi,Perempuan,Divorce,2,D3,4.0,9.63,Finance & Accounting,Staff,3425550.0,0.0,High,Low,33,774,10276650.0,20553300.0,85638750.0,1141850.0,1.20375,Mid-term,5.0,1,3425550.0,4,856387.5,2.2
Kabupaten Bogor,Laki-laki,Married,0,S1,7.0,9.3,Corporate Strategy & Communications,Junior,5267149.0,0.0,Medium,Excellent,28,569,15801447.0,31602894.0,94808682.0,5267149.0,1.1625,Mid-term,2.25,2,2633574.5,5,1053429.8,2.4000000000000004
Kabupaten Bekasi,Laki-laki,Single,0,D2,1.0,9.16,Service & Support,Staff,3831968.0,0.0,High,Low,26,1132,11495904.0,22991808.0,141782816.0,3831968.0,1.145,Long-term,18.5,1,3831968.0,3,1277322.6666666667,2.2
Kabupaten Bogor,Laki-laki,Married,3,SLTA,11.0,9.22,HR,Senior,14509634.34544094,0.0,High,Outstanding,54,325,43528903.03632282,87057806.07264563,145096343.4544094,3627408.586360235,1.1525,Short-term,0.8333333333333334,3,4836544.781813647,1,14509634.34544094,3.4
Kabupaten Bekasi,Perempuan,Married,0,D2,3.0,9.84,Finance & Accounting,Staff,4607180.0,0.0,High,Low,26,201,13821540.0,27643080.0,27643080.0,4607180.0,1.23,Short-term,1.5,1,4607180.0,3,1535726.6666666667,2.2
Kepulauan Seribu,Perempuan,Married,2,S1,2.0,9.11,Operations,Junior,7235863.0,0.0,Low,Excellent,39,1008,21707589.0,43415178.0,238783479.0,2411954.333333333,1.13875,Mid-term,11.0,2,3617931.5,5,1447172.6,1.8000000000000005
Kabupaten Bekasi,Perempuan,Married,3,S1,0.0,9.15,HR,Manager,11661587.61647396,0.0,Very High,Excellent,45,1508,34984762.84942188,69969525.69884376,583079380.823698,2915396.90411849,1.14375,Long-term,50.0,4,2915396.90411849,5,2332317.523294792,3.6
Kota Jakarta Pusat,Perempuan,Married,2,S1,3.0,9.61,Creative & Design,Junior,5958148.0,0.0,Low,Good,35,1138,17874444.0,35748888.0,220451476.0,1986049.3333333333,1.20125,Long-term,9.25,2,2979074.0,5,1191629.6,1.4
Kota Jakarta Timur,Perempuan,Married,1,S1,4.0,9.62,Engineering & IT,Junior,6826475.0,0.0,Medium,Excellent,31,1158,20479425.0,40958850.0,259406050.0,3413237.5,1.2025,Long-term,7.6,2,3413237.5,5,1365295.0,2.4000000000000004
Kabupaten Bekasi,Perempuan,Married,2,D2,4.0,9.68,Corporate Strategy & Communications,Senior,8926101.044547938,0.0,Very High,Excellent,53,119,26778303.133643813,53556606.26728763,26778303.133643813,2975367.0148493126,1.21,Short-term,0.6,3,2975367.0148493126,3,2975367.0148493126,3.6
Kota Jakarta Pusat,Perempuan,Married,0,S1,0.0,9.73,Corporate Strategy & Communications,Senior,11154100.468588544,0.0,High,Outstanding,47,1468,33462301.40576563,66924602.81153126,535396822.4922501,11154100.468588544,1.21625,Long-term,48.0,3,3718033.489529514,5,2230820.0937177087,3.4
Kota Jakarta Pusat,Perempuan,Married,2,S1,1.0,9.62,HR,Junior,5034868.0,0.0,High,Low,37,127,15104604.0,30209208.0,20139472.0,1678289.3333333333,1.2025,Short-term,2.0,2,2517434.0,5,1006973.6,2.2
Kota Jakarta Barat,Laki-laki,Married,1,D1,8.0,9.52,Creative & Design,Manager,6450297.640088972,0.0,Very High,Outstanding,42,322,19350892.920266915,38701785.84053383,64502976.40088972,3225148.820044486,1.19,Short-term,1.1111111111111112,4,1612574.410022243,2,3225148.820044486,4.0
Kota Jakarta Utara,Perempuan,Married,3,S1,0.0,9.82,Engineering & IT,Manager,12815025.7282598,0.0,Very High,Excellent,52,1462,38445077.1847794,76890154.3695588,615121234.9564704,3203756.43206495,1.2275,Long-term,48.0,4,3203756.43206495,5,2563005.14565196,3.6
Tangerang,Laki-laki,Married,1,SLTA,7.0,9.54,Corporate Strategy & Communications,Staff,2780687.0,0.0,High,Good,30,1148,8342061.0,16684122.0,105666106.0,1390343.5,1.1925,Long-term,4.75,1,2780687.0,1,2780687.0,2.6
Tangerang,Laki-laki,Married,4,S1,1.0,9.28,Operations,Manager,11867423.278296346,0.0,High,Excellent,44,1256,35602269.83488904,71204539.66977808,486564354.4101502,2373484.655659269,1.16,Long-term,20.5,4,2966855.8195740865,5,2373484.655659269,3.0
Tangerang,Laki-laki,Married,2,D1,4.0,9.22,Finance & Accounting,Senior,7164409.037228891,0.0,Very High,Excellent,49,1570,21493227.11168668,42986454.22337335,372549269.9359023,2388136.345742964,1.1525,Long-term,10.4,3,2388136.345742964,2,3582204.5186144453,3.6
Tangerang,Laki-laki,Married,3,S1,5.0,9.7,Engineering & IT,Manager,12644449.086797006,0.0,High,Excellent,52,773,37933347.26039102,75866694.52078204,316111227.16992515,3161112.271699252,1.2125,Mid-term,4.166666666666667,4,3161112.271699252,5,2528889.8173594014,3.0
Kota Jakarta Barat,Laki-laki,Married,1,S1,0.0,9.62,HR,Junior,7132108.0,0.0,Low,Good,29,1693,21396324.0,42792648.0,399398048.0,3566054.0,1.2025,Long-term,56.0,2,3566054.0,5,1426421.6,1.4
Kabupaten Bogor,Perempuan,Married,2,S1,1.0,9.86,Engineering & IT,Junior,6144729.0,0.0,Medium,Excellent,37,1347,18434187.0,36868374.0,270368076.0,2048243.0,1.2325,Long-term,22.0,2,3072364.5,5,1228945.8,2.4000000000000004
Kota Jakarta Barat,Perempuan,Married,2,S1,0.0,9.81,HR,Manager,13510649.411013262,0.0,Very High,Excellent,44,511,40531948.23303979,81063896.46607958,229681039.98722547,4503549.803671087,1.22625,Mid-term,17.0,4,3377662.352753316,5,2702129.8822026523,3.6
Kota Jakarta Pusat,Laki-laki,Married,2,S1,0.0,9.13,Finance & Accounting,Senior,13031928.192195617,0.0,Very High,Outstanding,42,861,39095784.57658685,78191569.1531737,364893989.3814773,4343976.064065206,1.14125,Mid-term,28.0,3,4343976.064065206,5,2606385.6384391235,4.0
Kota Jakarta Selatan,Perempuan,Married,1,S1,2.0,9.1,Operations,Senior,11800954.04393473,0.0,Very High,Outstanding,44,1102,35402862.13180419,70805724.26360838,424834345.5816503,5900477.021967365,1.1375,Mid-term,12.0,3,3933651.347978244,5,2360190.8087869463,4.0
Kabupaten Bogor,Perempuan,Single,0,SLTA,3.0,9.03,Creative & Design,Staff,2239347.0,0.0,Medium,Low,24,93,6718041.0,13436082.0,6718041.0,2239347.0,1.12875,Short-term,0.75,1,2239347.0,1,2239347.0,1.6
Tangerang,Perempuan,Married,0,SLTA,6.0,9.45,Finance & Accounting,Staff,1400685.0,0.0,Medium,Low,28,302,4202055.0,8404110.0,14006850.0,1400685.0,1.18125,Short-term,1.4285714285714286,1,1400685.0,1,1400685.0,1.6
Kota Jakarta Timur,Perempuan,Married,3,SLTA,13.0,9.44,Service & Support,Senior,13052542.028381478,0.0,Very High,Outstanding,51,182,39157626.08514443,78315252.17028886,78315252.17028886,3263135.507095369,1.18,Short-term,0.4285714285714285,3,4350847.342793826,1,13052542.028381478,4.0
Kabupaten Bekasi,Perempuan,Single,0,D1,3.0,9.6,Service & Support,Staff,4675997.0,0.0,Medium,Good,28,235,14027991.0,28055982.0,32731979.0,4675997.0,1.2,Short-term,1.75,1,4675997.0,2,2337998.5,2.0
Kota Jakarta Utara,Perempuan,Married,2,S1,3.0,9.32,Marketing,Junior,5406315.0,0.0,Medium,Excellent,34,1520,16218945.0,32437890.0,270315750.0,1802105.0,1.165,Long-term,12.5,2,2703157.5,5,1081263.0,2.4000000000000004
Kota Jakarta Barat,Perempuan,Married,2,S1,2.0,9.46,Marketing,Senior,12072061.333334267,0.0,Very High,Excellent,41,1721,36216184.0000028,72432368.0000056,688107496.0000532,4024020.444444756,1.1825,Long-term,19.0,3,4024020.444444756,5,2414412.2666668533,3.6
Tangerang,Perempuan,Married,0,SLTA,2.0,9.21,HR,Senior,12857079.021614008,0.0,High,Excellent,49,105,38571237.06484202,77142474.12968405,38571237.06484202,12857079.021614008,1.15125,Short-term,1.0,3,4285693.0072046695,1,12857079.021614008,3.0
Kota Jakarta Selatan,Perempuan,Married,5,S1,0.0,9.7,HR,Manager,13022915.02212119,0.0,Very High,Excellent,47,1314,39068745.066363566,78137490.13272713,559985345.9512111,2170485.8370201983,1.2125,Long-term,43.0,4,3255728.7555302973,5,2604583.0044242376,3.6
Kota Jakarta Pusat,Perempuan,Married,1,S1,1.0,9.45,Corporate Strategy & Communications,Senior,15500409.510171665,0.0,Very High,Outstanding,41,591,46501228.53051499,93002457.06103,294507780.6932616,7750204.755085832,1.18125,Mid-term,9.5,3,5166803.170057221,5,3100081.902034333,4.0
Tangerang,Laki-laki,Married,2,D2,1.0,9.26,Engineering & IT,Staff,4883660.0,0.0,High,Excellent,32,1454,14650980.0,29301960.0,234415680.0,1627886.6666666667,1.1575,Long-term,24.0,1,4883660.0,3,1627886.6666666667,3.0
Kota Jakarta Utara,Perempuan,Single,0,S1,2.0,9.6,Finance & Accounting,Junior,5727733.0,0.0,Low,Excellent,29,1257,17183199.0,34366398.0,234837053.0,5727733.0,1.2,Long-term,13.666666666666666,2,2863866.5,5,1145546.6,1.8000000000000005
Kota Bogor,Laki-laki,Married,2,SLTA,5.0,9.7,Engineering & IT,Senior,13998655.726600057,0.0,High,Excellent,47,1144,41995967.17980017,83991934.35960034,531948917.6108022,4666218.575533352,1.2125,Long-term,6.333333333333333,3,4666218.575533352,1,13998655.726600057,3.0
Kota Jakarta Pusat,Laki-laki,Married,2,D2,2.0,9.22,Finance & Accounting,Staff,4790843.0,0.0,High,Low,40,380,14372529.0,28745058.0,57490116.0,1596947.6666666667,1.1525,Mid-term,4.0,1,4790843.0,3,1596947.6666666667,2.2
Kabupaten Bogor,Perempuan,Married,1,S1,2.0,9.1,Engineering & IT,Junior,7374260.0,0.0,High,Low,30,1165,22122780.0,44245560.0,280221880.0,3687130.0,1.1375,Long-term,12.666666666666666,2,3687130.0,5,1474852.0,2.2
Kota Jakarta Selatan,Laki-laki,Single,0,D2,3.0,9.8,Corporate Strategy & Communications,Staff,4671262.0,0.0,Medium,Low,26,162,14013786.0,28027572.0,23356310.0,4671262.0,1.225,Short-term,1.25,1,4671262.0,3,1557087.3333333333,1.6
Kota Depok,Laki-laki,Married,2,D1,5.0,9.7,Engineering & IT,Senior,8327134.946764851,0.0,High,Outstanding,41,975,24981404.840294555,49962809.68058911,266468318.29647523,2775711.648921617,1.2125,Mid-term,5.333333333333333,3,2775711.648921617,2,4163567.4733824255,3.4
Kepulauan Seribu,Laki-laki,Single,0,SLTA,0.0,9.59,HR,Staff,1288940.0,0.0,Low,Low,25,1142,3866820.0,7733640.0,48979720.0,1288940.0,1.19875,Long-term,38.0,1,1288940.0,1,1288940.0,1.0
Kota Jakarta Timur,Laki-laki,Married,1,S1,1.0,9.88,Service & Support,Manager,12815990.36207714,0.0,High,Outstanding,45,741,38447971.08623142,76895942.17246284,307583768.68985134,6407995.18103857,1.235,Mid-term,12.0,4,3203997.590519285,5,2563198.072415428,3.4
Tangerang,Laki-laki,Married,0,SLTA,12.0,9.17,HR,Staff,2209785.0,0.0,Low,Low,37,1167,6629355.0,13258710.0,83971830.0,2209785.0,1.14625,Long-term,2.923076923076923,1,2209785.0,1,2209785.0,1.0
Kota Jakarta Timur,Laki-laki,Married,5,D3,5.0,9.69,Creative & Design,Senior,8758589.232208928,0.0,Very High,Outstanding,41,231,26275767.696626782,52551535.393253565,61310124.625462495,1459764.8720348214,1.21125,Short-term,1.1666666666666667,3,2919529.744069643,4,2189647.308052232,4.0
Kota Depok,Laki-laki,Married,2,S1,2.0,9.52,Operations,Manager,12141992.755643629,0.0,Very High,Outstanding,48,464,36425978.266930886,72851956.53386177,182129891.3346544,4047330.918547876,1.19,Mid-term,5.0,4,3035498.188910907,5,2428398.551128725,4.0
Kota Jakarta Utara,Laki-laki,Married,1,D3,3.0,9.4,Service & Support,Staff,4686713.0,0.0,Medium,Good,40,1341,14060139.0,28120278.0,206215372.0,2343356.5,1.175,Long-term,11.0,1,4686713.0,4,1171678.25,2.0
Kota Depok,Laki-laki,Single,0,D3,5.0,9.32,Service & Support,Staff,4198868.0,0.0,Low,Excellent,38,161,12596604.0,25193208.0,20994340.0,4198868.0,1.165,Short-term,0.8333333333333334,1,4198868.0,4,1049717.0,1.8000000000000005
Kota Jakarta Barat,Perempuan,Married,2,S1,0.0,9.57,Service & Support,Senior,16110332.22016026,0.0,Very High,Outstanding,41,1728,48330996.66048078,96661993.32096156,918288936.5491349,5370110.74005342,1.19625,Long-term,57.0,3,5370110.74005342,5,3222066.444032052,4.0
Kota Jakarta Timur,Perempuan,Single,0,D3,5.0,9.08,HR,Staff,3894182.0,0.0,Medium,Low,29,169,11682546.0,23365092.0,19470910.0,3894182.0,1.135,Short-term,0.8333333333333334,1,3894182.0,4,973545.5,1.6
Kota Jakarta Barat,Laki-laki,Married,2,SLTA,0.0,9.32,Engineering & IT,Senior,10118370.712164558,0.0,High,Outstanding,52,1136,30355112.136493675,60710224.27298735,374379716.3500887,3372790.237388186,1.165,Long-term,37.0,3,3372790.237388186,1,10118370.712164558,3.4
Kota Jakarta Utara,Laki-laki,Married,3,D1,2.0,9.55,Finance & Accounting,Staff,4967045.0,0.0,Low,Low,37,1504,14901135.0,29802270.0,248352250.0,1241761.25,1.19375,Long-term,16.666666666666668,1,4967045.0,2,2483522.5,1.0
Kota Bekasi,Laki-laki,Married,2,S1,1.0,9.37,Marketing,Junior,6261307.0,0.0,Low,Excellent,32,752,18783921.0,37567842.0,156532675.0,2087102.3333333333,1.17125,Mid-term,12.5,2,3130653.5,5,1252261.4,1.8000000000000005
Kota Jakarta Selatan,Laki-laki,Married,2,D1,0.0,9.58,Engineering & IT,Senior,9957418.149108889,0.0,High,Excellent,47,753,29872254.447326668,59744508.894653335,248935453.72772223,3319139.3830362963,1.1975,Mid-term,0.0,3,3319139.3830362963,2,4978709.074554444,3.0
Kota Jakarta Barat,Laki-laki,Married,2,S1,1.0,9.37,Operations,Senior,14398580.41446884,0.0,High,Excellent,42,1215,43195741.24340652,86391482.48681304,575943216.5787536,4799526.804822947,1.17125,Long-term,20.0,3,4799526.804822947,5,2879716.082893768,3.0
Kabupaten Bogor,Laki-laki,Married,2,SLTA,3.0,9.06,Marketing,Staff,2030345.0,0.0,Low,Excellent,32,1541,6091035.0,12182070.0,103547595.0,676781.6666666666,1.1325,Long-term,12.75,1,2030345.0,1,2030345.0,1.8000000000000005
Kabupaten Bogor,Laki-laki,Married,1,D1,3.0,9.44,Service & Support,Staff,4520762.0,0.0,High,Low,24,298,13562286.0,27124572.0,40686858.0,2260381.0,1.18,Short-term,2.25,1,4520762.0,2,2260381.0,2.2
Kota Depok,Perempuan,Married,0,S1,0.0,9.49,Operations,Senior,14456764.250210062,0.0,High,Excellent,43,813,43370292.750630185,86740585.50126037,390332634.7556717,14456764.250210062,1.18625,Mid-term,27.0,3,4818921.416736688,5,2891352.8500420125,3.0
Kota Jakarta Selatan,Laki-laki,Divorce,4,SLTA,9.0,9.29,Finance & Accounting,Manager,13949304.80082819,0.0,High,Excellent,42,1489,41847914.40248457,83695828.80496915,683515935.2405814,2789860.960165638,1.16125,Long-term,4.9,4,3487326.200207048,1,13949304.80082819,3.0
Kota Bogor,Perempuan,Single,0,D2,4.0,9.07,Service & Support,Staff,3933914.0,0.0,High,Excellent,24,1629,11801742.0,23603484.0,212431356.0,3933914.0,1.13375,Long-term,10.8,1,3933914.0,3,1311304.6666666667,3.0
Kota Bekasi,Laki-laki,Married,2,S1,3.0,9.3,Creative & Design,Manager,16626782.136714634,0.0,Very High,Outstanding,46,975,49880346.4101439,99760692.8202878,532057028.3748683,5542260.712238211,1.1625,Mid-term,8.0,4,4156695.5341786575,5,3325356.4273429266,4.0
Kota Depok,Perempuan,Married,2,SLTA,9.0,9.75,Finance & Accounting,Staff,1100670.0,0.0,High,Low,30,1520,3302010.0,6604020.0,55033500.0,366890.0,1.21875,Long-term,5.0,1,1100670.0,1,1100670.0,2.2
Kabupaten Bogor,Laki-laki,Married,2,SLTA,0.0,9.74,HR,Manager,11119872.816313326,0.0,High,Outstanding,42,1579,33359618.44893998,66719236.89787996,578233386.448293,3706624.272104442,1.2175,Long-term,52.0,4,2779968.204078332,1,11119872.816313326,3.4
Kota Depok,Perempuan,Married,0,S1,3.0,9.4,Engineering & IT,Manager,15074060.644324616,0.0,Very High,Outstanding,47,695,45222181.93297385,90444363.8659477,346703394.8194662,15074060.644324616,1.175,Mid-term,5.75,4,3768515.161081154,5,3014812.128864923,4.0
Kota Jakarta Pusat,Perempuan,Married,2,S1,4.0,9.46,Engineering & IT,Junior,5830641.0,0.0,High,Low,28,1229,17491923.0,34983846.0,233225640.0,1943547.0,1.1825,Long-term,8.0,2,2915320.5,5,1166128.2,2.2
Kabupaten Bogor,Laki-laki,Married,2,S1,1.0,9.42,Engineering & IT,Senior,11127382.875581369,0.0,High,Excellent,42,208,33382148.626744103,66764297.25348821,66764297.25348821,3709127.6251937896,1.1775,Short-term,3.0,3,3709127.6251937896,5,2225476.575116274,3.0
Kota Jakarta Barat,Laki-laki,Married,3,D3,0.0,9.62,Marketing,Staff,4023404.0,0.0,High,Excellent,34,190,12070212.0,24140424.0,24140424.0,1005851.0,1.2025,Short-term,0.0,1,4023404.0,4,1005851.0,3.0
Kabupaten Bogor,Perempuan,Married,1,S1,4.0,9.35,Finance & Accounting,Junior,5576830.0,0.0,Low,Good,32,379,16730490.0,33460980.0,66921960.0,2788415.0,1.16875,Mid-term,2.4,2,2788415.0,5,1115366.0,1.4
Kota Jakarta Timur,Perempuan,Single,0,S1,0.0,9.11,Service & Support,Junior,5870860.0,0.0,Low,Low,38,574,17612580.0,35225160.0,111546340.0,5870860.0,1.13875,Mid-term,19.0,2,2935430.0,5,1174172.0,1.0
Kota Depok,Perempuan,Single,0,D1,3.0,9.04,HR,Staff,3526681.0,0.0,Medium,Excellent,35,1216,10580043.0,21160086.0,141067240.0,3526681.0,1.13,Long-term,10.0,1,3526681.0,2,1763340.5,2.4000000000000004
Kota Bogor,Laki-laki,Married,5,D2,2.0,9.04,Engineering & IT,Manager,8919649.357079303,0.0,Very High,Excellent,52,763,26758948.071237907,53517896.14247581,222991233.92698252,1486608.2261798838,1.13,Mid-term,8.333333333333334,4,2229912.3392698257,3,2973216.452359768,3.6
Kabupaten Bekasi,Perempuan,Married,1,SLTA,12.0,9.27,Finance & Accounting,Staff,2003014.0,0.0,Low,Good,31,123,6009042.0,12018084.0,8012056.0,1001507.0,1.15875,Short-term,0.3076923076923077,1,2003014.0,1,2003014.0,1.4
Kota Jakarta Selatan,Perempuan,Single,0,D1,0.0,9.5,HR,Staff,4227278.0,0.0,Medium,Good,28,1472,12681834.0,25363668.0,207136622.0,4227278.0,1.1875,Long-term,0.0,1,4227278.0,2,2113639.0,2.0
Kabupaten Bekasi,Perempuan,Divorce,1,S1,3.0,9.29,Corporate Strategy & Communications,Junior,5184139.0,0.0,Medium,Low,28,1100,15552417.0,31104834.0,186629004.0,2592069.5,1.16125,Mid-term,9.0,2,2592069.5,5,1036827.8,1.6
Kota Jakarta Selatan,Laki-laki,Married,1,S1,3.0,9.73,Creative & Design,Junior,5798016.0,0.0,Low,Low,25,842,17394048.0,34788096.0,162344448.0,2899008.0,1.21625,Mid-term,7.0,2,2899008.0,5,1159603.2,1.0
Kota Jakarta Selatan,Laki-laki,Divorce,1,S1,1.0,9.18,Engineering & IT,Manager,15868533.327427045,0.0,High,Outstanding,47,709,47605599.98228113,95211199.96456228,364976266.5308221,7934266.663713522,1.1475,Mid-term,11.5,4,3967133.331856761,5,3173706.665485409,3.4
Kota Jakarta Utara,Laki-laki,Married,0,D3,6.0,9.69,Finance & Accounting,Staff,3188513.0,0.0,Medium,Low,25,942,9565539.0,19131078.0,98843903.0,3188513.0,1.21125,Mid-term,4.428571428571429,1,3188513.0,4,797128.25,1.6
