domisili,jenis_kelamin,marriage_stat,dependant,education,absent_90D,avg_time_work,departemen,position,income,total_komp,job_satisfaction,performance_rating,age_years,active_work,income_3_months,income_6_months,total_income_work,absence_ratio,income_dependant_ratio,work_efficiency,active_work_category,work_stability_score,married_dependent_ratio,position_score,job_income_position_score,education_score,education_income_ratio,weighted_satisfaction_performance,resign_risk_indicator,adjusted_work_time
Tangerang,Laki-laki,Married,2,S1,0.0,9.89,Creative & Design,Senior,7978551,0.0,Very High,Outstanding,41.0,857,23935653,47871306,223399428,0.0,2659517.0,1.23625,Mid-term,28.0,3,3,2659517.0,5,1595710.2,4.0,Medium,9.89
Tangerang,Laki-laki,Married,3,D3,7.0,9.83,Corporate Strategy & Communications,Staff,3358158,0.0,Medium,Low,43.0,107,10074474,20148948,10074474,5.88785046728972,839539.5,1.22875,Short-term,0.375,4,1,3358158.0,4,839539.5,1.6,Medium,9.576088560885609
Kota Jakarta Selatan,Perempuan,Married,3,S1,1.0,9.75,Creative & Design,Junior,5142001,0.0,Medium,Low,36.0,1339,15426003,30852006,226248044,0.0672143390589992,1285500.25,1.21875,Long-term,22.0,4,2,2571000.5,5,1028400.2,1.6,Low,9.747538500378692
Tangerang,Laki-laki,Married,0,S1,3.0,9.85,Service & Support,Junior,5343582,0.0,Medium,Excellent,35.0,1123,16030746,32061492,197712534,0.2404274265360641,5343582.0,1.23125,Long-term,9.25,1,2,2671791.0,5,1068716.4,2.4000000000000004,Low,9.841128790153109
Kota Jakarta Timur,Laki-laki,Married,4,D3,7.0,9.61,Corporate Strategy & Communications,Staff,3158259,0.0,Medium,Good,44.0,370,9474777,18949554,37899108,1.7027027027027029,631651.8,1.20125,Mid-term,1.5,5,1,3158259.0,4,789564.75,2.0,Medium,9.547770582793708
Kota Depok,Perempuan,Married,1,S1,6.0,9.56,Finance & Accounting,Junior,5318664,0.0,High,Low,31.0,989,15955992,31911984,170197248,0.5460060667340748,2659332.0,1.195,Mid-term,4.571428571428571,2,2,2659332.0,5,1063732.8,2.2,Medium,9.540090246442208
Kota Jakarta Selatan,Perempuan,Married,0,S1,1.0,9.34,Corporate Strategy & Communications,Junior,5811231,0.0,Low,Excellent,42.0,1126,17433693,34867386,215015547,0.0799289520426287,5811231.0,1.1675,Long-term,18.5,1,2,2905615.5,5,1162246.2,1.8000000000000005,Low,9.337196037226056
Tangerang,Laki-laki,Married,0,D2,3.0,9.42,Engineering & IT,Staff,4042712,0.0,High,Good,27.0,111,12128136,24256272,12128136,2.4324324324324325,4042712.0,1.1775,Short-term,0.75,1,1,4042712.0,3,1347570.6666666667,2.6,High,9.315719557195573
Kabupaten Bekasi,Laki-laki,Married,3,S1,5.0,9.58,Finance & Accounting,Junior,5468221,0.0,High,Low,35.0,280,16404663,32809326,49213989,1.6071428571428572,1367055.25,1.1975,Short-term,1.5,4,2,2734110.5,5,1093644.2,2.2,Medium,9.520937114673243
Kota Jakarta Selatan,Perempuan,Married,0,D1,7.0,9.04,Creative & Design,Staff,3871428,0.0,Low,Excellent,40.0,140,11614284,23228568,15485712,4.5,3871428.0,1.13,Short-term,0.5,1,1,3871428.0,2,1935714.0,1.8000000000000005,Medium,8.864709141274236
Tangerang,Laki-laki,Married,3,SLTA,3.0,9.54,Marketing,Staff,1029656,0.0,Medium,Good,43.0,103,3088968,6177936,3088968,2.621359223300971,257414.0,1.1925,Short-term,0.75,4,1,1029656.0,1,1029656.0,2.0,Medium,9.43439114391144
Kabupaten Bekasi,Laki-laki,Divorce,2,D1,5.0,9.2,Operations,Staff,4741913,0.0,High,Excellent,52.0,457,14225739,28451478,71128695,0.9846827133479212,1580637.6666666667,1.15,Mid-term,2.5,1,1,4741913.0,2,2370956.5,3.0,Medium,9.165951147298298
Kota Jakarta Timur,Laki-laki,Married,0,SLTA,10.0,9.73,Engineering & IT,Staff,1731265,0.0,Low,Excellent,37.0,1149,5193795,10387590,65788070,0.7832898172323759,1731265.0,1.21625,Long-term,3.4545454545454546,1,1,1731265.0,1,1731265.0,1.8000000000000005,Low,9.7015580239696
Kota Jakarta Timur,Laki-laki,Single,0,SLTA,6.0,9.69,Creative & Design,Staff,2314162,0.0,Low,Low,30.0,1039,6942486,13884972,78681508,0.519730510105871,2314162.0,1.21125,Mid-term,4.857142857142857,1,1,2314162.0,1,2314162.0,1.0,Medium,9.671006207121856
Tangerang,Perempuan,Married,2,S1,1.0,9.12,HR,Junior,5613602,0.0,High,Good,36.0,970,16840806,33681612,179635264,0.0927835051546391,1871200.6666666667,1.14,Mid-term,16.0,3,2,2806801.0,5,1122720.4,2.6,Medium,9.11683443248872
Tangerang,Laki-laki,Married,2,SLTA,9.0,9.66,Engineering & IT,Staff,1245356,0.0,High,Low,45.0,1762,3736068,7472136,72230648,0.4597048808172531,415118.6666666667,1.2075,Long-term,5.8,3,1,1245356.0,1,1245356.0,2.2,Low,9.643348017621143
Tangerang,Laki-laki,Married,3,D3,4.0,9.32,Engineering & IT,Staff,3862512,0.0,Low,Good,48.0,337,11587536,23175072,42487632,1.0682492581602374,965628.0,1.165,Short-term,2.2,4,1,3862512.0,4,965628.0,1.4,Medium,9.282381432896065
Kabupaten Bogor,Laki-laki,Married,4,D3,4.0,9.8,Operations,Staff,4881646,0.0,Low,Low,41.0,1499,14644938,29289876,239200654,0.2401601067378252,976329.2,1.225,Long-term,9.8,5,1,4881646.0,4,1220411.5,1.0,Low,9.79111312627522
Tangerang,Laki-laki,Single,0,S1,5.0,9.63,Corporate Strategy & Communications,Junior,5235074,0.0,High,Low,27.0,773,15705222,31410444,130876850,0.5821474773609314,5235074.0,1.20375,Mid-term,4.166666666666667,1,2,2617537.0,5,1047014.8,2.2,Medium,9.608609506885829
Kota Jakarta Timur,Laki-laki,Married,1,SLTA,0.0,9.75,Service & Support,Staff,1736204,0.0,Low,Excellent,37.0,1126,5208612,10417224,64239548,0.0,868102.0,1.21875,Long-term,37.0,2,1,1736204.0,1,1736204.0,1.8000000000000005,Low,9.75
Kepulauan Seribu,Laki-laki,Married,3,D3,3.0,9.25,HR,Staff,4687737,0.0,Medium,Excellent,43.0,1116,14063211,28126422,173446269,0.2419354838709677,1171934.25,1.15625,Long-term,9.25,4,1,4687737.0,4,1171934.25,2.4000000000000004,Low,9.241669168417893
Kota Jakarta Pusat,Perempuan,Married,1,D1,2.0,9.57,Corporate Strategy & Communications,Staff,4219779,0.0,Medium,Good,30.0,1181,12659337,25318674,164571381,0.1524132091447925,2109889.5,1.19625,Long-term,13.0,2,1,4219779.0,2,2109889.5,2.0,Low,9.564548561663344
Tangerang,Laki-laki,Married,1,S1,3.0,9.47,HR,Junior,5883128,0.0,Medium,Low,32.0,1222,17649384,35298768,235325120,0.220949263502455,2941564.0,1.18375,Long-term,10.0,2,2,2941564.0,5,1176625.6,1.6,Low,9.462110524854207
Tangerang,Perempuan,Married,2,S1,0.0,9.45,Marketing,Senior,7368676,0.0,High,Excellent,38.0,542,22106028,44212056,132636168,0.0,2456225.333333333,1.18125,Mid-term,18.0,3,3,2456225.333333333,5,1473735.2,3.0,Medium,9.45
Kota Jakarta Selatan,Laki-laki,Single,0,S1,0.0,9.65,HR,Junior,6122389,0.0,Low,Low,48.0,332,18367167,36734334,67346279,0.0,6122389.0,1.20625,Short-term,11.0,1,2,3061194.5,5,1224477.8,1.0,Medium,9.65
Kota Depok,Laki-laki,Married,3,S1,4.0,9.06,Corporate Strategy & Communications,Junior,5509690,0.0,Medium,Good,44.0,661,16529070,33058140,121213180,0.5446293494704992,1377422.5,1.1325,Mid-term,4.4,4,2,2754845.0,5,1101938.0,2.0,Medium,9.041706208985362
Kabupaten Bogor,Perempuan,Married,0,D1,4.0,9.84,Finance & Accounting,Staff,4112454,0.0,Low,Excellent,27.0,189,12337362,24674724,24674724,1.9047619047619049,4112454.0,1.23,Short-term,1.2,1,1,4112454.0,2,2056227.0,1.8000000000000005,High,9.76724584103512
Kabupaten Bekasi,Perempuan,Single,0,S1,0.0,9.01,Engineering & IT,Junior,5609166,0.0,High,Low,24.0,1086,16827498,33654996,201929976,0.0,5609166.0,1.12625,Mid-term,36.0,1,2,2804583.0,5,1121833.2,2.2,Medium,9.01
Kota Jakarta Utara,Perempuan,Married,3,S1,3.0,9.64,HR,Junior,5267516,0.0,Low,Good,39.0,885,15802548,31605096,152757964,0.3050847457627118,1316879.0,1.205,Mid-term,7.25,4,2,2633758.0,5,1053503.2,1.4,Medium,9.628923783990809
Kota Jakarta Timur,Perempuan,Married,1,SLTA,0.0,9.88,Creative & Design,Staff,1265798,0.0,High,Good,28.0,1484,3797394,7594788,62024102,0.0,632899.0,1.235,Long-term,49.0,2,1,1265798.0,1,1265798.0,2.6,Low,9.88
Kota Jakarta Timur,Laki-laki,Married,0,S1,3.0,9.07,Finance & Accounting,Junior,6462571,0.0,Medium,Good,37.0,337,19387713,38775426,71088281,0.8011869436201781,6462571.0,1.13375,Short-term,2.75,1,2,3231285.5,5,1292514.2,2.0,Medium,9.042542885973765
Tangerang,Perempuan,Single,0,D2,4.0,9.56,Service & Support,Staff,4563003,0.0,Low,Low,38.0,1231,13689009,27378018,187083123,0.2924451665312754,4563003.0,1.195,Long-term,8.2,1,1,4563003.0,3,1521001.0,1.0,Low,9.549639664047683
Kabupaten Bekasi,Perempuan,Single,0,D2,5.0,9.61,Engineering & IT,Staff,4297222,0.0,High,Low,34.0,1215,12891666,25783332,171888880,0.3703703703703703,4297222.0,1.20125,Long-term,6.666666666666667,1,1,4297222.0,3,1432407.3333333333,2.2,Low,9.596656484309914
Tangerang,Laki-laki,Married,0,S1,2.0,9.01,Creative & Design,Junior,7401105,0.0,Medium,Good,35.0,103,22203315,44406630,22203315,1.7475728155339807,7401105.0,1.12625,Short-term,1.0,1,2,3700552.5,5,1480221.0,2.0,Medium,8.94350553505535
Kota Jakarta Pusat,Perempuan,Married,3,D1,9.0,9.37,Marketing,Staff,3479769,0.0,High,Good,42.0,1498,10439307,20878614,170508681,0.5407209612817089,869942.25,1.17125,Long-term,4.9,4,1,3479769.0,2,1739884.5,2.6,Low,9.350881886193608
Kota Jakarta Timur,Laki-laki,Divorce,0,D3,3.0,9.83,Creative & Design,Staff,4369366,0.0,Medium,Good,49.0,139,13108098,26216196,17477464,1.9424460431654675,4369366.0,1.22875,Short-term,1.0,1,1,4369366.0,4,1092341.5,2.0,Medium,9.74831024930748
Tangerang,Perempuan,Married,3,S1,4.0,9.86,Corporate Strategy & Communications,Junior,5194783,0.0,Low,Good,47.0,899,15584349,31168698,150648707,0.4004449388209121,1298695.75,1.2325,Mid-term,5.8,4,2,2597391.5,5,1038956.6,1.4,Medium,9.844894676369206
Kota Jakarta Barat,Perempuan,Married,2,S1,1.0,9.66,Finance & Accounting,Junior,7191852,0.0,High,Good,36.0,1482,21575556,43151112,352400748,0.0607287449392712,2397284.0,1.2075,Long-term,24.5,3,2,3595926.0,5,1438370.4,2.6,Low,9.657810020403536
Kepulauan Seribu,Laki-laki,Divorce,0,S1,0.0,9.49,Operations,Junior,6146620,0.0,Medium,Excellent,36.0,1452,18439860,36879720,295037760,0.0,6146620.0,1.18625,Long-term,48.0,1,2,3073310.0,5,1229324.0,2.4000000000000004,Low,9.49
Kota Depok,Perempuan,Single,0,SLTA,12.0,9.23,Operations,Staff,2142614,0.0,High,Excellent,27.0,1619,6427842,12855684,113558542,0.667078443483632,2142614.0,1.15375,Long-term,4.076923076923077,1,1,2142614.0,1,2142614.0,3.0,Low,9.206784741144416
Kota Jakarta Utara,Laki-laki,Married,2,D3,0.0,9.81,Finance & Accounting,Staff,4624551,0.0,Low,Low,31.0,152,13873653,27747306,23122755,0.0,1541517.0,1.22625,Short-term,5.0,3,1,4624551.0,4,1156137.75,1.0,Medium,9.81
Kota Depok,Perempuan,Single,0,S1,4.0,9.88,Finance & Accounting,Junior,5136848,0.0,Low,Low,31.0,1637,15410544,30821088,277389792,0.2199144777031154,5136848.0,1.235,Long-term,10.8,1,2,2568424.0,5,1027369.6,1.0,Low,9.871869985599671
Kota Jakarta Barat,Laki-laki,Married,2,S1,2.0,9.68,Operations,Junior,5965899,0.0,Medium,Excellent,47.0,1075,17897697,35795394,208806465,0.1674418604651162,1988633.0,1.21,Mid-term,11.666666666666666,3,2,2982949.5,5,1193179.8,2.4000000000000004,Medium,9.673855918755953
Kota Jakarta Selatan,Perempuan,Single,0,SLTA,0.0,9.34,HR,Staff,1353206,0.0,High,Good,30.0,268,4059618,8119236,10825648,0.0,1353206.0,1.1675,Short-term,8.0,1,1,1353206.0,1,1353206.0,2.6,Medium,9.34
Tangerang,Perempuan,Married,2,S1,3.0,9.2,Finance & Accounting,Junior,6070827,0.0,Low,Excellent,45.0,913,18212481,36424962,182124810,0.2957283680175246,2023609.0,1.15,Mid-term,7.5,3,2,3035413.5,5,1214165.4,1.8000000000000005,Medium,9.1897815623843
Kabupaten Bekasi,Laki-laki,Married,2,D3,6.0,9.71,Corporate Strategy & Communications,Staff,3843316,0.0,Medium,Low,42.0,725,11529948,23059896,92239584,0.7448275862068966,1281105.3333333333,1.21375,Mid-term,3.4285714285714284,3,1,3843316.0,4,960829.0,1.6,Medium,9.683040259139288
Kabupaten Bogor,Perempuan,Married,1,S1,1.0,9.72,Corporate Strategy & Communications,Junior,6413487,0.0,High,Low,48.0,1099,19240461,38480922,230885532,0.0818926296633303,3206743.5,1.215,Mid-term,18.0,2,2,3206743.5,5,1282697.4,2.2,Medium,9.717000925640235
Tangerang,Perempuan,Married,4,S1,3.0,9.4,Engineering & IT,Junior,6263393,0.0,Low,Low,48.0,1634,18790179,37580358,338223222,0.1652386780905752,1252678.6,1.175,Long-term,13.5,5,2,3131696.5,5,1252678.6,1.0,Low,9.394198724542274
Kota Jakarta Selatan,Perempuan,Single,2,S1,3.0,9.23,Engineering & IT,Junior,5453013,0.0,High,Good,26.0,1481,16359039,32718078,267197637,0.1823092505064145,1817671.0,1.15375,Long-term,12.25,1,2,2726506.5,5,1090602.6,2.6,Low,9.223722511902064
Kota Jakarta Barat,Laki-laki,Single,0,S1,3.0,9.86,Engineering & IT,Junior,5299164,0.0,Medium,Low,28.0,1187,15897492,31794984,206667396,0.2274641954507161,5299164.0,1.2325,Long-term,9.75,1,2,2649582.0,5,1059832.8,1.6,Low,9.85157504984335
Kota Jakarta Timur,Perempuan,Married,3,S1,5.0,9.72,Finance & Accounting,Junior,6752450,0.0,Medium,Excellent,41.0,1517,20257350,40514700,337622500,0.2966381015161503,1688112.5,1.215,Long-term,8.333333333333334,4,2,3376225.0,5,1350490.0,2.4000000000000004,Low,9.709202399466786
Kabupaten Bekasi,Laki-laki,Married,0,S1,0.0,9.46,Creative & Design,Junior,8071232,0.0,Low,Good,44.0,373,24213696,48427392,96854784,0.0,8071232.0,1.1825,Mid-term,12.0,1,2,4035616.0,5,1614246.4,1.4,Medium,9.46
Kabupaten Bekasi,Perempuan,Single,0,S1,2.0,9.44,Corporate Strategy & Communications,Junior,5527210,0.0,Low,Low,26.0,772,16581630,33163260,138180250,0.233160621761658,5527210.0,1.18,Mid-term,8.333333333333334,1,2,2763605.0,5,1105442.0,1.0,Medium,9.43161261661484
Kabupaten Bekasi,Laki-laki,Married,2,S1,1.0,9.63,Engineering & IT,Junior,6448536,0.0,High,Good,39.0,1747,19345608,38691216,374015088,0.0515168860904407,2149512.0,1.20375,Long-term,29.0,3,2,3224268.0,5,1289707.2,2.6,Low,9.628155525761349
Kabupaten Bogor,Perempuan,Married,1,D1,6.0,9.79,Engineering & IT,Staff,4170576,0.0,High,Good,36.0,1258,12511728,25023456,170993616,0.4292527821939587,2085288.0,1.22375,Long-term,5.857142857142857,2,1,4170576.0,2,2085288.0,2.6,Low,9.774085613654837
Kota Jakarta Barat,Laki-laki,Married,2,D1,3.0,9.3,Marketing,Staff,3991879,0.0,Low,Excellent,41.0,1398,11975637,23951274,183626434,0.1931330472103004,1330626.3333333333,1.1625,Long-term,11.5,3,1,3991879.0,2,1995939.5,1.8000000000000005,Low,9.293262496981406
Kota Jakarta Selatan,Laki-laki,Married,1,S1,1.0,9.2,Service & Support,Junior,5972405,0.0,Low,Excellent,30.0,983,17917215,35834430,191116960,0.091556459816887,2986202.5,1.15,Mid-term,16.0,2,2,2986202.5,5,1194481.0,1.8000000000000005,Medium,9.196806664352655
Tangerang,Laki-laki,Divorce,0,S1,0.0,9.31,Engineering & IT,Junior,6628291,0.0,High,Good,53.0,356,19884873,39769746,72911201,0.0,6628291.0,1.16375,Short-term,11.0,1,2,3314145.5,5,1325658.2,2.6,Medium,9.31
Kota Jakarta Utara,Laki-laki,Married,1,D3,9.0,9.39,Operations,Staff,3553189,0.0,Low,Low,41.0,98,10659567,21319134,10659567,8.26530612244898,1776594.5,1.17375,Short-term,0.3,2,1,3553189.0,4,888297.25,1.0,Medium,9.078154981549815
Tangerang,Laki-laki,Married,0,D1,3.0,9.72,Finance & Accounting,Staff,4561962,0.0,Low,Good,42.0,1146,13685886,27371772,173354556,0.2356020942408377,4561962.0,1.215,Long-term,9.5,1,1,4561962.0,2,2280981.0,1.4,Low,9.711476176556562
Kota Jakarta Barat,Laki-laki,Married,2,S1,1.0,9.36,Marketing,Junior,5444580,0.0,Low,Good,34.0,505,16333740,32667480,87113280,0.1782178217821782,1814860.0,1.17,Mid-term,8.0,3,2,2722290.0,5,1088916.0,1.4,Medium,9.353504510756418
Kota Bekasi,Laki-laki,Married,3,S1,0.0,9.8,Corporate Strategy & Communications,Junior,5080662,0.0,Medium,Low,36.0,1142,15241986,30483972,193065156,0.0,1270165.5,1.225,Long-term,38.0,4,2,2540331.0,5,1016132.4,1.6,Low,9.8
Kota Jakarta Barat,Laki-laki,Married,1,D2,0.0,9.48,Operations,Staff,4659740,0.0,Low,Low,43.0,668,13979220,27958440,102514280,0.0,2329870.0,1.185,Mid-term,22.0,2,1,4659740.0,3,1553246.6666666667,1.0,Medium,9.48
Kabupaten Bogor,Laki-laki,Married,2,S1,1.0,9.38,Engineering & IT,Junior,7171913,0.0,Medium,Good,37.0,367,21515739,43031478,86062956,0.2452316076294278,2390637.6666666665,1.1725,Mid-term,6.0,3,2,3585956.5,5,1434382.6,2.0,Medium,9.371322849213692
Tangerang,Laki-laki,Married,0,S1,2.0,9.87,Corporate Strategy & Communications,Junior,5792969,0.0,Low,Excellent,52.0,1052,17378907,34757814,202753915,0.1711026615969582,5792969.0,1.23375,Mid-term,11.666666666666666,1,2,2896484.5,5,1158593.8,1.8000000000000005,Medium,9.86373532211996
Tangerang,Laki-laki,Married,4,D3,3.0,9.89,Creative & Design,Staff,4648363,0.0,Low,Low,40.0,178,13945089,27890178,23241815,1.5168539325842696,929672.6,1.23625,Short-term,1.25,5,1,4648363.0,4,1162090.75,1.0,Medium,9.824212860310425
Kota Bekasi,Perempuan,Married,3,D2,0.0,9.46,Creative & Design,Staff,3859343,0.0,Low,Excellent,48.0,126,11578029,23156058,15437372,0.0,964835.75,1.1825,Short-term,4.0,4,1,3859343.0,3,1286447.6666666667,1.8000000000000005,Medium,9.46
Kabupaten Bekasi,Laki-laki,Married,0,D3,3.0,9.44,Corporate Strategy & Communications,Staff,4952718,0.0,Low,Good,50.0,746,14858154,29716308,118865232,0.3619302949061662,4952718.0,1.18,Mid-term,6.0,1,1,4952718.0,4,1238179.5,1.4,Medium,9.42689495603887
Kota Jakarta Timur,Laki-laki,Married,2,S1,2.0,9.4,Engineering & IT,Junior,5419650,0.0,Medium,Low,46.0,1150,16258950,32517900,205946700,0.1565217391304347,1806550.0,1.175,Long-term,12.666666666666666,3,2,2709825.0,5,1083930.0,1.6,Low,9.394504530838937
Kota Jakarta Selatan,Perempuan,Married,2,S1,2.0,9.35,HR,Junior,7074979,0.0,Low,Low,50.0,533,21224937,42449874,120274643,0.3377110694183864,2358326.333333333,1.16875,Mid-term,5.666666666666667,3,2,3537489.5,5,1414995.8,1.0,Medium,9.33778576094056
Kota Depok,Perempuan,Married,2,SLTA,8.0,9.63,HR,Staff,1152761,0.0,Medium,Excellent,42.0,162,3458283,6916566,5763805,4.444444444444445,384253.6666666667,1.20375,Short-term,0.5555555555555556,3,1,1152761.0,1,1152761.0,2.4000000000000004,Medium,9.45917960088692
Kota Jakarta Utara,Perempuan,Married,1,D1,6.0,9.74,Creative & Design,Staff,3672962,0.0,High,Excellent,33.0,1192,11018886,22037772,143245518,0.4530201342281879,1836481.0,1.2175,Long-term,5.571428571428571,2,1,3672962.0,2,1836481.0,3.0,Low,9.723355169467387
Tangerang,Perempuan,Single,0,SLTA,9.0,9.68,Corporate Strategy & Communications,Staff,2754801,0.0,High,Good,26.0,284,8264403,16528806,24793209,2.852112676056338,2754801.0,1.21,Short-term,0.9,1,1,2754801.0,1,2754801.0,2.6,High,9.572577065351418
Kota Jakarta Utara,Perempuan,Married,0,SLTA,4.0,9.18,Marketing,Staff,2217156,0.0,Low,Low,39.0,145,6651468,13302936,8868624,2.4827586206896552,2217156.0,1.1475,Short-term,0.8,1,1,2217156.0,1,2217156.0,1.0,Medium,9.078282548476452
Kota Jakarta Utara,Laki-laki,Married,1,S1,1.0,9.06,Service & Support,Junior,6699141,0.0,High,Excellent,27.0,1677,20097423,40194846,368452755,0.0536672629695885,3349570.5,1.1325,Long-term,27.5,2,2,3349570.5,5,1339828.2,3.0,Low,9.058170066653204
Kota Jakarta Barat,Laki-laki,Divorce,2,SLTA,10.0,9.84,Marketing,Staff,2353912,0.0,Low,Excellent,53.0,99,7061736,14123472,7061736,9.09090909090909,784637.3333333334,1.23,Short-term,0.2727272727272727,1,1,2353912.0,1,2353912.0,1.8000000000000005,Medium,9.47690036900369
Kepulauan Seribu,Laki-laki,Married,1,D3,1.0,9.38,Service & Support,Staff,4374460,0.0,Low,Low,35.0,1557,13123380,26246760,223097460,0.0578034682080924,2187230.0,1.1725,Long-term,25.5,2,1,4374460.0,4,1093615.0,1.0,Low,9.377956872141146
Kabupaten Bekasi,Laki-laki,Married,0,S1,2.0,9.16,Corporate Strategy & Communications,Junior,6188761,0.0,Low,Good,43.0,1054,18566283,37132566,216606635,0.1707779886148007,6188761.0,1.145,Mid-term,11.666666666666666,1,2,3094380.5,5,1237752.2,1.4,Medium,9.154185972707078
Kota Jakarta Timur,Laki-laki,Married,2,S1,4.0,9.36,Marketing,Junior,5352087,0.0,Low,Low,49.0,222,16056261,32112522,37464609,1.6216216216216215,1784029.0,1.17,Short-term,1.4,3,2,2676043.5,5,1070417.4,1.0,Medium,9.30066561014263
Tangerang,Perempuan,Married,0,SLTA,2.0,9.21,HR,Staff,2281733,0.0,Low,Good,49.0,105,6845199,13690398,6845199,1.7142857142857142,2281733.0,1.15125,Short-term,1.0,1,1,2281733.0,1,2281733.0,1.4,Medium,9.142029520295203
Tangerang,Laki-laki,Married,0,D3,7.0,9.08,HR,Staff,4275636,0.0,Low,Low,25.0,1230,12826908,25653816,175301076,0.5121951219512195,4275636.0,1.135,Long-term,5.125,1,1,4275636.0,4,1068909.0,1.0,Low,9.0627797344893
Kota Jakarta Selatan,Laki-laki,Married,2,S1,1.0,9.78,HR,Junior,6898159,0.0,Medium,Good,44.0,541,20694477,41388954,124166862,0.166358595194085,2299386.333333333,1.2225,Mid-term,9.0,3,2,3449079.5,5,1379631.8,2.0,Medium,9.773966687230104
Kota Bekasi,Laki-laki,Single,0,SLTA,11.0,9.14,Finance & Accounting,Staff,2087482,0.0,Low,Good,32.0,253,6262446,12524892,16699856,3.91304347826087,2087482.0,1.1425,Short-term,0.6666666666666666,1,1,2087482.0,1,2087482.0,1.4,Medium,9.000554785020805
Kota Jakarta Barat,Laki-laki,Married,4,S1,3.0,9.05,Operations,Junior,5552698,0.0,Low,Good,36.0,823,16658094,33316188,149922846,0.3280680437424058,1110539.6,1.13125,Mid-term,6.75,5,2,2776349.0,5,1110539.6,1.4,Medium,9.038831756478816
Kota Jakarta Barat,Perempuan,Married,0,S1,3.0,9.7,Marketing,Junior,5351127,0.0,Medium,Excellent,54.0,732,16053381,32106762,128427048,0.3688524590163934,5351127.0,1.2125,Mid-term,6.0,1,2,2675563.5,5,1070225.4,2.4000000000000004,Medium,9.686534012031466
Kabupaten Bekasi,Perempuan,Single,0,SLTA,13.0,9.04,Marketing,Staff,1782950,0.0,Low,Good,42.0,1123,5348850,10697700,65969150,1.0418521816562778,1782950.0,1.13,Long-term,2.642857142857143,1,1,1782950.0,1,1782950.0,1.4,Low,9.004719303512458
Kota Jakarta Selatan,Laki-laki,Married,2,S1,2.0,9.66,Corporate Strategy & Communications,Junior,5270946,0.0,Low,Low,56.0,224,15812838,31625676,36896622,0.8035714285714286,1756982.0,1.2075,Short-term,2.333333333333333,3,2,2635473.0,5,1054189.2,1.0,Medium,9.629381933438983
Tangerang,Perempuan,Married,0,SLTA,9.0,9.56,Finance & Accounting,Staff,1478102,0.0,High,Low,31.0,1141,4434306,8868612,56167876,0.7099035933391762,1478102.0,1.195,Long-term,3.8,1,1,1478102.0,1,1478102.0,2.2,Low,9.53484945922245
Kabupaten Bogor,Perempuan,Single,0,D1,6.0,9.77,Operations,Staff,4661160,0.0,Low,Good,27.0,1214,13983480,27966960,186446400,0.4448105436573311,4661160.0,1.22125,Long-term,5.714285714285714,1,1,4661160.0,2,2330580.0,1.4,Low,9.753721188558734
Kota Depok,Perempuan,Divorce,2,D1,2.0,9.15,Engineering & IT,Staff,4731236,0.0,Medium,Excellent,51.0,766,14193708,28387416,118280900,0.2349869451697128,1577078.6666666667,1.14375,Mid-term,8.333333333333334,1,1,4731236.0,2,2365618.0,2.4000000000000004,Medium,9.141870279875612
Kabupaten Bogor,Laki-laki,Married,2,SLTA,9.0,9.06,Operations,Staff,2108061,0.0,High,Good,47.0,1169,6324183,12648366,80106318,0.6928999144568007,702687.0,1.1325,Long-term,3.8,3,1,2108061.0,1,2108061.0,2.6,Low,9.036164864074832
